,Date,Year,Month,Day,MAX_val,MAX_name
0,2016-01-01,2016,01,01,165.10831536388136,PM25
1,2016-01-02,2016,01,02,154.7486320754717,PM25
2,2016-01-03,2016,01,03,152.5078167115903,PM25
3,2016-01-04,2016,01,04,130.26327493261456,PM25
4,2016-01-05,2016,01,05,168.60388814016173,PM25
5,2016-01-06,2016,01,06,150.07789757412397,PM25
6,2016-01-07,2016,01,07,87.60966981132074,PM25
7,2016-01-08,2016,01,08,90.1175539083558,PM25
8,2016-01-09,2016,01,09,91.21367924528303,PM25
9,2016-01-10,2016,01,10,82.7622641509434,PM25
10,2016-01-11,2016,01,11,56.27103773584906,PM10
11,2016-01-12,2016,01,12,52.143867924528294,PM10
12,2016-01-13,2016,01,13,61.55838948787061,PM25
13,2016-01-14,2016,01,14,79.6311320754717,PM25
14,2016-01-15,2016,01,15,93.37887466307279,PM25
15,2016-01-16,2016,01,16,65.64537735849056,PM10
16,2016-01-17,2016,01,17,91.8830525606469,PM25
17,2016-01-18,2016,01,18,97.83915094339622,PM25
18,2016-01-19,2016,01,19,130.9254716981132,PM25
19,2016-01-20,2016,01,20,61.92853773584905,PM25
20,2016-01-21,2016,01,21,59.59792452830189,PM10
21,2016-01-22,2016,01,22,60.996981132075476,PM10
22,2016-01-23,2016,01,23,47.14405660377359,PM10
23,2016-01-24,2016,01,24,55.088490566037734,PM10
24,2016-01-25,2016,01,25,65.81962264150944,PM10
25,2016-01-26,2016,01,26,71.68116576819408,PM25
26,2016-01-27,2016,01,27,88.37348382749325,PM25
27,2016-01-28,2016,01,28,109.64528301886794,PM25
28,2016-01-29,2016,01,29,134.06246630727767,PM25
29,2016-01-30,2016,01,30,134.9022911051213,PM25
30,2016-01-31,2016,01,31,97.67311320754719,PM25
31,2016-02-01,2016,02,01,101.43325471698114,PM25
32,2016-02-02,2016,02,02,116.10566037735848,PM25
33,2016-02-03,2016,02,03,98.34198113207549,PM25
34,2016-02-04,2016,02,04,75.85667115902964,PM25
35,2016-02-05,2016,02,05,87.31580188679246,PM25
36,2016-02-06,2016,02,06,85.78460242587602,PM25
37,2016-02-07,2016,02,07,82.01307277628032,PM25
38,2016-02-08,2016,02,08,156.34716981132078,PM25
39,2016-02-09,2016,02,09,120.38632075471699,PM25
40,2016-02-10,2016,02,10,109.11132075471698,PM25
41,2016-02-11,2016,02,11,106.84999999999998,PM25
42,2016-02-12,2016,02,12,81.81910377358491,PM25
43,2016-02-13,2016,02,13,57.726981132075466,PM10
44,2016-02-14,2016,02,14,52.49716981132075,PM10
45,2016-02-15,2016,02,15,53.85396226415094,PM10
46,2016-02-16,2016,02,16,56.90264150943398,PM10
47,2016-02-17,2016,02,17,67.25508760107816,PM25
48,2016-02-18,2016,02,18,87.89305929919135,PM25
49,2016-02-19,2016,02,19,92.65971698113208,PM10
50,2016-02-20,2016,02,20,134.545,PM10
51,2016-02-21,2016,02,21,105.99849056603772,PM10
52,2016-02-22,2016,02,22,49.12113207547169,PM10
53,2016-02-23,2016,02,23,46.4177358490566,PM10
54,2016-02-24,2016,02,24,47.6256603773585,PM10
55,2016-02-25,2016,02,25,53.877257412398926,PM25
56,2016-02-26,2016,02,26,58.144373315363886,PM25
57,2016-02-27,2016,02,27,74.11967654986523,PM25
58,2016-02-28,2016,02,28,93.51839622641508,PM25
59,2016-02-29,2016,02,29,104.02641509433963,PM25
60,2016-03-01,2016,03,01,110.24619272237196,PM25
61,2016-03-02,2016,03,02,90.36509433962264,PM25
