,Date,Year,Month,Day,MAX_val,MAX_name
0,2016-01-01,2016,01,01,50.202022375215144,PM25
1,2016-01-02,2016,01,02,63.651807228915665,PM25
2,2016-01-03,2016,01,03,69.88734939759036,PM25
3,2016-01-04,2016,01,04,60.262951807228916,PM25
4,2016-01-05,2016,01,05,50.54077022375215,PM25
5,2016-01-06,2016,01,06,28.504819277108428,PM10
6,2016-01-07,2016,01,07,41.43228915662651,PM10
7,2016-01-08,2016,01,08,37.58879518072288,PM10
8,2016-01-09,2016,01,09,50.688446643717725,PM25
9,2016-01-10,2016,01,10,63.945632530120484,PM25
10,2016-01-11,2016,01,11,27.276265060240956,PM10
11,2016-01-12,2016,01,12,29.652048192771083,PM10
12,2016-01-13,2016,01,13,38.47265060240964,PM10
13,2016-01-14,2016,01,14,46.70728915662651,PM10
14,2016-01-15,2016,01,15,51.97672117039587,PM25
15,2016-01-16,2016,01,16,43.18927710843374,PM10
16,2016-01-17,2016,01,17,31.146265060240967,PM10
17,2016-01-18,2016,01,18,32.395903614457836,PM10
18,2016-01-19,2016,01,19,56.63883390705681,PM25
19,2016-01-20,2016,01,20,66.53268072289156,PM25
20,2016-01-21,2016,01,21,24.86012048192771,PM10
21,2016-01-22,2016,01,22,20.929879518072283,PM10
22,2016-01-23,2016,01,23,26.25867469879518,PM10
23,2016-01-24,2016,01,24,35.007710843373495,O3
24,2016-01-25,2016,01,25,33.93879518072289,PM10
25,2016-01-26,2016,01,26,40.16325301204819,PM10
26,2016-01-27,2016,01,27,34.08364888123924,PM25
27,2016-01-28,2016,01,28,27.933734939759034,CO
28,2016-01-29,2016,01,29,37.44578313253012,CO
29,2016-01-30,2016,01,30,33.36072289156626,PM10
30,2016-01-31,2016,01,31,33.357108433734936,PM10
31,2016-02-01,2016,02,01,21.929518072289156,PM10
32,2016-02-02,2016,02,02,29.22602409638555,PM10
33,2016-02-03,2016,02,03,37.74802065404476,PM25
34,2016-02-04,2016,02,04,45.84122203098107,PM25
35,2016-02-05,2016,02,05,33.69963855421687,PM10
36,2016-02-06,2016,02,06,54.35154905335629,PM25
37,2016-02-07,2016,02,07,69.0972891566265,PM25
38,2016-02-08,2016,02,08,81.8637048192771,PM25
39,2016-02-09,2016,02,09,42.793330464716,PM25
40,2016-02-10,2016,02,10,36.65559380378657,PM25
41,2016-02-11,2016,02,11,31.013253012048192,PM25
42,2016-02-12,2016,02,12,28.09001721170396,PM25
43,2016-02-13,2016,02,13,27.220602409638552,O3
44,2016-02-14,2016,02,14,28.21048192771084,PM10
45,2016-02-15,2016,02,15,27.50361445783133,O3
46,2016-02-16,2016,02,16,31.068502581755595,PM25
47,2016-02-17,2016,02,17,32.39139414802066,PM25
48,2016-02-18,2016,02,18,39.71622203098107,PM25
49,2016-02-19,2016,02,19,53.146407056798616,PM25
50,2016-02-20,2016,02,20,46.02138554216868,PM10
51,2016-02-21,2016,02,21,61.179999999999986,PM10
52,2016-02-22,2016,02,22,55.63006024096386,PM10
53,2016-02-23,2016,02,23,28.10024096385542,PM10
54,2016-02-24,2016,02,24,29.821204819277106,O3
55,2016-02-25,2016,02,25,45.46427710843374,PM10
56,2016-02-26,2016,02,26,40.04710843373494,PM10
57,2016-02-27,2016,02,27,33.80108433734939,PM10
58,2016-02-28,2016,02,28,37.33048192771085,PM10
59,2016-02-29,2016,02,29,53.62602409638554,PM10
60,2016-03-01,2016,03,01,64.03328313253012,PM25
61,2016-03-02,2016,03,02,59.50544320137694,PM25
62,2016-03-03,2016,03,03,51.381144578313254,PM10
63,2016-03-04,2016,03,04,48.12686746987952,PM10
64,2016-03-05,2016,03,05,53.065542168674696,PM10
65,2016-03-06,2016,03,06,49.08074440619622,PM25
66,2016-03-07,2016,03,07,65.9671686746988,PM25
67,2016-03-08,2016,03,08,52.060520654044744,PM25
68,2016-03-09,2016,03,09,42.18115318416523,PM25
69,2016-03-10,2016,03,10,22.309638554216868,O3
70,2016-03-11,2016,03,11,27.244096385542164,O3
71,2016-03-12,2016,03,12,40.89638554216868,PM25
72,2016-03-13,2016,03,13,29.640791738382095,PM25
73,2016-03-14,2016,03,14,32.79722891566265,PM10
74,2016-03-15,2016,03,15,49.811316695352836,PM25
75,2016-03-16,2016,03,16,60.32138554216868,PM25
76,2016-03-17,2016,03,17,45.352624784853695,PM25
77,2016-03-18,2016,03,18,45.49623493975904,PM25
78,2016-03-19,2016,03,19,51.187456970740094,PM25
79,2016-03-20,2016,03,20,37.87421686746988,PM10
80,2016-03-21,2016,03,21,32.02993975903615,O3
81,2016-03-22,2016,03,22,28.908261617900177,PM25
82,2016-03-23,2016,03,23,25.549638554216866,PM10
83,2016-03-24,2016,03,24,27.016566265060234,O3
84,2016-03-25,2016,03,25,37.075421686746985,O3
85,2016-03-26,2016,03,26,36.5510843373494,O3
86,2016-03-27,2016,03,27,49.89283562822721,PM25
87,2016-03-28,2016,03,28,55.52274096385542,PM25
88,2016-03-29,2016,03,29,75.51701807228916,PM25
89,2016-03-30,2016,03,30,101.26460843373496,PM25
90,2016-03-31,2016,03,31,63.45798192771084,PM25
91,2016-04-01,2016,04,01,70.64412650602411,PM25
92,2016-04-02,2016,04,02,87.78930722891566,PM25
93,2016-04-03,2016,04,03,55.55533562822719,PM25
94,2016-04-04,2016,04,04,41.43337349397591,PM10
95,2016-04-05,2016,04,05,37.084100688468155,PM25
96,2016-04-06,2016,04,06,30.201204819277102,PM25
97,2016-04-07,2016,04,07,26.740791738382097,PM25
98,2016-04-08,2016,04,08,38.41132530120482,PM10
99,2016-04-09,2016,04,09,37.93321858864027,PM25
100,2016-04-10,2016,04,10,26.421506024096388,O3
101,2016-04-11,2016,04,11,32.942530120481926,PM10
102,2016-04-12,2016,04,12,32.522030981067125,PM25
103,2016-04-13,2016,04,13,30.488373493975907,O3
104,2016-04-14,2016,04,14,45.24403614457831,PM10
105,2016-04-15,2016,04,15,29.911531841652323,PM25
106,2016-04-16,2016,04,16,24.415834767641996,PM25
107,2016-04-17,2016,04,17,40.40869191049914,PM25
108,2016-04-18,2016,04,18,39.085240963855426,O3
109,2016-04-19,2016,04,19,36.77831325301205,PM10
110,2016-04-20,2016,04,20,34.34199655765921,PM25
111,2016-04-21,2016,04,21,39.8378313253012,PM10
112,2016-04-22,2016,04,22,42.399397590361446,PM10
113,2016-04-23,2016,04,23,23.923752151463,PM25
114,2016-04-24,2016,04,24,33.10433734939759,O3
115,2016-04-25,2016,04,25,30.713313253012053,O3
116,2016-04-26,2016,04,26,23.547108433734945,PM10
117,2016-04-27,2016,04,27,35.848313253012044,PM10
118,2016-04-28,2016,04,28,46.48855421686746,PM10
119,2016-04-29,2016,04,29,53.326549053356274,PM25
