,Date,AQI,Type,rh,temp,psfc
0,2013-01-01,87.92916666666666,PM10,58.786666666666655,271.00380952380954,102.0684654761905
1,2013-01-02,68.01571428571428,PM10,49.50595238095238,266.0954761904762,103.36487238095239
2,2013-01-03,70.7940476190476,SO2,50.54261904761905,263.77785714285716,103.87279357142857
3,2013-01-04,77.11101190476191,PM25,46.42452380952381,265.8880952380952,103.12368119047618
4,2013-01-05,77.48541666666665,PM25,40.139047619047616,268.6045238095238,102.59837642857144
5,2013-01-06,124.27351190476189,PM25,44.50880952380952,270.00619047619045,102.55233666666669
6,2013-01-07,132.95379251700678,PM25,45.13095238095238,271.6538095238095,102.29415309523809
7,2013-01-08,194.44183673469388,PM25,51.56690476190476,272.41142857142853,102.49039285714285
8,2013-01-09,172.63503401360543,PM25,64.52119047619047,271.08690476190475,102.80848809523809
9,2013-01-10,96.97053571428572,PM25,62.4004761904762,272.9542857142857,102.7042361904762
10,2013-01-11,112.91840986394557,PM25,64.3295238095238,275.2911904761905,102.37095357142857
11,2013-01-12,206.66503401360544,PM25,60.589047619047626,275.3073809523809,102.29493380952381
12,2013-01-13,173.04994047619047,PM25,78.17785714285715,276.2964285714286,101.90269904761904
13,2013-01-14,179.72072278911563,PM25,76.14214285714286,275.6221428571428,102.27362571428571
14,2013-01-15,118.88669217687075,PM25,79.31238095238096,275.6778571428572,102.23400642857142
15,2013-01-16,210.3706462585034,PM25,74.81738095238094,273.5928571428572,102.64990928571427
16,2013-01-17,160.88341836734693,PM25,57.668571428571425,271.4159523809524,103.47733952380952
17,2013-01-18,164.652806122449,PM25,49.70428571428571,272.2959523809524,103.06341285714286
18,2013-01-19,119.6811224489796,PM25,48.61333333333334,275.3452380952381,102.44085214285714
19,2013-01-20,144.78924319727892,PM25,88.25214285714286,275.5033333333334,102.1829580952381
20,2013-01-21,169.00693027210883,PM25,89.46119047619047,274.22928571428577,102.28306666666667
21,2013-01-22,195.87323129251698,PM25,72.80785714285715,272.91999999999996,102.56578047619045
22,2013-01-23,137.28239795918367,PM25,65.3447619047619,275.535,101.9091219047619
23,2013-01-24,137.38073979591834,PM25,58.214285714285715,275.40666666666664,102.04411928571427
24,2013-01-25,116.75714285714287,PM25,48.01285714285714,275.93928571428575,102.0431430952381
25,2013-01-26,143.9123724489796,PM25,71.85904761904762,274.67285714285714,102.19246190476191
26,2013-01-27,83.91666666666667,PM25,74.38976190476191,275.4147619047619,102.58307476190478
27,2013-01-28,147.63673469387757,PM25,61.680238095238096,279.65928571428566,102.06645642857143
28,2013-01-29,234.36061224489796,PM25,52.18119047619048,282.79452380952387,101.97287452380951
29,2013-01-30,221.6630952380952,PM25,55.19190476190476,282.67476190476197,102.14686880952382
30,2013-01-31,158.77257653061224,PM25,88.44333333333331,282.43833333333333,101.70287880952381
31,2013-02-01,186.78234693877553,PM25,78.43714285714285,280.4759523809524,102.03076666666668
32,2013-02-02,66.57809523809526,PM10,56.44785714285714,275.68476190476184,102.87927285714287
33,2013-02-03,48.31559523809524,PM10,82.59547619047619,276.49,101.82240642857144
34,2013-02-04,82.5110119047619,PM25,77.84928571428573,276.95,102.09242547619047
35,2013-02-05,74.17857142857143,PM25,85.9445238095238,274.5097619047619,102.07347047619047
36,2013-02-06,82.01994047619047,PM25,82.18619047619048,274.84833333333336,102.16465428571429
37,2013-02-07,78.92559523809526,PM25,47.60619047619048,268.8402380952381,103.07471738095238
38,2013-02-08,50.709404761904764,PM10,49.46523809523811,267.0283333333333,103.38343380952382
39,2013-02-09,65.82589285714283,PM25,56.565476190476204,270.897619047619,102.66132523809524
40,2013-02-10,117.87797619047622,PM25,69.24071428571429,273.7697619047619,102.46236595238096
41,2013-02-11,129.71768707482994,PM25,77.5652380952381,275.0233333333333,102.70179833333331
42,2013-02-12,103.07380952380953,PM25,60.396428571428565,275.4921428571429,102.58795023809522
43,2013-02-13,146.99600340136053,PM25,48.4092857142857,276.1690476190476,102.28199428571428
44,2013-02-14,150.2900085034014,PM25,67.79833333333335,276.7764285714286,102.03184476190475
45,2013-02-15,259.7347619047619,PM25,65.89428571428572,276.4759523809524,102.44360285714286
46,2013-02-16,160.31596088435373,PM25,67.1752380952381,278.0819047619048,102.03153214285713
47,2013-02-17,77.50595238095238,PM25,69.76547619047619,279.8995238095238,101.44515071428572
48,2013-02-18,90.4125,PM25,61.277619047619055,275.3452380952381,102.0870730952381
49,2013-02-19,65.04952380952382,PM10,53.52095238095236,274.04357142857145,102.6955311904762
50,2013-02-20,63.11107142857143,PM10,54.90857142857143,275.81119047619046,102.6612730952381
51,2013-02-21,90.54672619047618,PM25,66.1004761904762,277.1347619047619,102.62192166666667
52,2013-02-22,149.47925170068027,PM25,63.62047619047619,279.12476190476195,102.63254619047618
53,2013-02-23,246.4916666666667,PM25,59.04357142857144,279.8823809523809,102.69555023809525
54,2013-02-24,193.86812925170068,PM25,59.201666666666654,282.23571428571427,102.18564095238095
55,2013-02-25,106.78456632653061,PM25,69.09547619047619,283.22714285714284,101.9326130952381
56,2013-02-26,231.39469387755102,PM25,77.30095238095237,281.8930952380952,101.74764523809526
57,2013-02-27,195.53336734693875,PM25,72.27642857142857,281.7528571428571,101.69921880952383
58,2013-02-28,140.24800170068028,PM25,77.2145238095238,283.5683333333333,101.0385611904762
59,2013-03-01,86.72690476190476,PM10,26.451190476190483,276.0202380952381,102.4214007142857
60,2013-03-02,56.834880952380956,PM10,26.238333333333333,275.00714285714287,103.06322142857142
61,2013-03-03,77.58166666666668,PM10,25.78047619047619,280.01928571428573,102.22845380952383
62,2013-03-04,103.6922619047619,PM10,27.523095238095237,283.0119047619048,102.116495
63,2013-03-05,92.10583333333334,PM10,40.102619047619044,284.8304761904762,101.9974369047619
64,2013-03-06,103.40666666666667,PM10,34.17785714285714,290.0073809523809,101.33567523809525
65,2013-03-07,141.9675,PM10,31.333333333333332,289.2421428571429,101.2377719047619
66,2013-03-08,109.2565476190476,PM10,26.215238095238096,293.87,100.67647285714287
67,2013-03-09,138.85440476190473,PM10,34.62166666666667,294.2059523809524,100.49242571428572
68,2013-03-10,104.98226190476193,PM10,29.821666666666665,278.12666666666667,102.40109333333334
69,2013-03-11,47.67035714285714,PM10,48.89523809523809,279.1288095238095,102.09666214285716
70,2013-03-12,76.48720238095237,PM25,78.71714285714286,282.33666666666664,101.0351080952381
71,2013-03-13,70.20208333333333,PM25,52.480000000000004,278.6478571428571,102.23211214285713
72,2013-03-14,58.53238095238097,PM10,40.01309523809524,276.00619047619045,102.77381023809525
73,2013-03-15,96.24315476190476,PM25,54.101904761904756,281.2121428571428,102.1213230952381
