,Date,AQI,Type,rh,temp,psfc
0,2016-01-01,101.63218085106382,PM25,53.933404255319154,281.90170212765963,100.74545319148935
1,2016-01-02,107.19175531914895,PM25,66.7163829787234,283.6444680851063,100.22351765957445
2,2016-01-03,101.39494680851065,PM25,78.07297872340425,286.64106382978724,99.92196851063828
3,2016-01-04,154.93553191489363,PM25,93.59340425531916,284.78404255319145,99.85322617021276
4,2016-01-05,129.84601063829788,PM25,93.54765957446808,279.83106382978724,100.12016978723406
5,2016-01-06,93.13882978723406,PM25,87.23,280.45893617021284,100.53815021276596
6,2016-01-07,110.46010638297874,PM25,83.28382978723404,278.28808510638294,100.78617085106386
7,2016-01-08,83.65425531914894,PM25,64.49659574468085,277.5908510638298,100.61604978723406
8,2016-01-09,111.24707446808512,PM25,76.66106382978724,278.3312765957447,100.33925340425532
9,2016-01-10,106.5348404255319,PM25,92.42510638297874,279.0621276595745,100.17263234042555
10,2016-01-11,148.6937689969605,PM25,94.67957446808512,276.3725531914894,100.37125234042553
11,2016-01-12,119.5957446808511,PM25,84.2908510638298,275.67744680851064,100.62811872340426
12,2016-01-13,86.58324468085105,PM25,75.21425531914895,275.8085106382979,100.55823808510638
13,2016-01-14,103.57792553191491,PM25,63.10978723404256,276.83574468085106,100.34823829787234
14,2016-01-15,87.4470744680851,PM25,59.475957446808515,278.7661702127659,99.87726276595744
15,2016-01-16,84.50159574468084,PM25,74.78702127659574,280.15978723404254,99.56978914893617
16,2016-01-17,104.57792553191489,PM25,72.46148936170214,278.4459574468085,99.79406276595742
17,2016-01-18,155.1978495440729,PM25,62.55106382978724,277.49340425531915,100.28690063829785
18,2016-01-19,130.31303191489363,PM25,53.28936170212766,276.30446808510635,100.56505489361702
19,2016-01-20,95.88670212765958,PM25,68.91404255319149,275.7789361702127,100.52986723404256
20,2016-01-21,94.2247340425532,PM25,89.22382978723407,274.2459574468085,100.49970000000003
21,2016-01-22,58.28939969604864,PM25,94.51446808510637,272.94085106382977,100.8458536170213
22,2016-01-23,87.31728723404257,PM25,55.01957446808511,269.40489361702134,101.85237808510641
23,2016-01-24,62.15159574468084,PM10,32.518297872340426,267.7344680851064,102.12495936170212
24,2016-01-25,61.05180851063831,PM10,29.840425531914892,270.63765957446805,101.51094319148935
25,2016-01-26,58.43244680851065,PM10,33.698297872340426,275.2529787234043,100.9021721276596
26,2016-01-27,61.112978723404254,PM10,49.795957446808515,278.5106382978724,100.33061468085108
27,2016-01-28,67.46170212765956,PM25,90.65382978723403,279.7465957446808,100.04328744680852
28,2016-01-29,96.90053191489362,PM25,87.45170212765959,277.2895744680851,100.28318744680851
29,2016-01-30,95.42978723404255,PM25,88.37638297872341,276.9093617021276,100.54005468085107
30,2016-01-31,80.50398936170212,PM25,94.1227659574468,273.92638297872344,100.89184574468084
31,2016-02-01,122.45478723404256,PM25,84.14234042553193,271.0317021276595,101.33913893617022
32,2016-02-02,113.25452127659574,PM25,56.4168085106383,272.8965957446809,101.03185893617022
33,2016-02-03,85.33643617021275,PM25,50.535319148936175,275.66255319148945,100.5985421276596
34,2016-02-04,88.02712765957448,PM25,54.03297872340426,277.44106382978725,100.51181851063832
35,2016-02-05,101.07659574468084,PM25,48.069574468085094,278.14297872340427,100.64590340425534
36,2016-02-06,58.827021276595744,PM10,29.41595744680852,275.8587234042553,101.02955276595742
37,2016-02-07,75.55664893617022,PM25,35.13148936170213,280.02978723404254,100.57511106382978
38,2016-02-08,152.61702127659575,PM25,42.935106382978724,284.4761702127659,100.13895617021275
39,2016-02-09,80.07260638297872,PM25,36.52574468085106,287.7755319148936,99.8382040425532
40,2016-02-10,63.638829787234044,PM25,48.646170212765945,288.87617021276594,99.3668355319149
41,2016-02-11,61.62773556231003,PM25,77.20340425531916,290.6344680851064,99.02083425531913
42,2016-02-12,54.94772036474165,PM25,78.1491489361702,291.9457446808511,98.66722042553192
43,2016-02-13,56.67659574468085,PM25,78.9744680851064,281.58212765957444,99.60279595744682
44,2016-02-14,45.17372340425532,PM10,56.85127659574468,275.13510638297873,100.88633042553194
45,2016-02-15,46.237553191489354,PM10,33.99872340425532,274.72,101.19552914893617
46,2016-02-16,46.399787234042556,PM10,34.21574468085107,277.77595744680855,100.87519446808511
47,2016-02-17,51.21680851063831,PM10,32.94446808510637,280.33595744680855,100.5951485106383
48,2016-02-18,58.64730243161094,PM25,37.20765957446808,282.5248936170213,100.2158025531915
49,2016-02-19,75.72234042553191,PM25,43.955531914893626,282.209574468085,100.38548
50,2016-02-20,96.92638297872342,PM10,32.252978723404254,279.69063829787234,100.87336553191491
51,2016-02-21,86.77925531914894,PM10,44.098723404255324,280.66957446808516,100.27574744680852
52,2016-02-22,64.7316489361702,PM25,88.48170212765956,279.9791489361702,100.27933468085105
53,2016-02-23,84.89787234042552,PM25,77.43574468085106,279.83,100.92034021276598
54,2016-02-24,106.99555471124617,PM25,66.25914893617022,280.5197872340425,101.25635787234043
55,2016-02-25,97.11382978723402,PM25,48.59382978723405,282.8146808510638,101.11184702127662
56,2016-02-26,77.59813829787234,PM25,45.77787234042554,284.7204255319149,100.77982234042553
57,2016-02-27,60.034255319148926,PM10,56.46297872340424,286.0495744680851,100.30969744680851
58,2016-02-28,71.24308510638298,PM10,44.86425531914893,286.0106382978724,100.47995361702127
59,2016-02-29,72.97845744680852,PM25,37.30234042553191,282.8295744680851,100.9650404255319
60,2016-03-01,73.62313829787234,PM25,36.75872340425532,286.21276595744683,100.34193276595742
61,2016-03-02,97.61356382978722,PM25,50.61787234042553,289.20276595744684,100.09245510638299
62,2016-03-03,109.4188829787234,PM25,56.376808510638305,290.79936170212767,99.73610808510641
63,2016-03-04,78.36436170212767,PM25,74.13297872340425,291.0970212765958,99.46549893617022
64,2016-03-05,96.56308510638299,PM10,83.4827659574468,285.9295744680851,99.70135340425536
65,2016-03-06,110.22484802431613,PM25,73.48765957446808,289.56659574468085,99.52850425531913
66,2016-03-07,97.31781914893617,PM25,69.91085106382978,293.2059574468085,99.07989595744681
67,2016-03-08,55.10712765957445,PM10,94.31191489361701,284.9823404255319,99.0213634042553
68,2016-03-09,29.893404255319147,O3,83.80063829787235,276.9372340425532,100.25183723404253
69,2016-03-10,46.65340425531915,PM10,73.71957446808511,276.4974468085107,100.88803425531917
70,2016-03-11,55.4688829787234,PM25,55.36063829787235,279.28808510638294,100.51839936170214
71,2016-03-12,63.855319148936175,PM25,58.36234042553191,282.98191489361704,99.60868382978724
72,2016-03-13,86.16436170212765,PM25,65.78659574468085,284.4436170212766,99.83744787234042
73,2016-03-14,101.17739361702127,PM25,53.28106382978722,283.3348936170213,100.19827999999998
74,2016-03-15,108.84760638297871,PM25,59.497659574468074,284.11468085106384,99.66485382978723
75,2016-03-16,110.28244680851063,PM25,64.74063829787235,286.71361702127655,99.44675808510638
76,2016-03-17,119.19468085106382,PM25,68.95127659574469,287.89276595744684,99.3228025531915
77,2016-03-18,127.71439969604864,PM25,71.9087234042553,287.8051063829787,99.20560638297871
78,2016-03-19,93.53138297872339,PM25,59.41574468085106,290.43127659574475,99.53277978723405
79,2016-03-20,101.7720744680851,PM25,72.99446808510639,290.0957446808511,99.5462940425532
80,2016-03-21,65.64734042553192,PM25,69.6555319148936,285.4174468085106,99.63955234042554
81,2016-03-22,69.19813829787233,PM25,70.82063829787235,287.7491489361702,99.44895297872341
82,2016-03-23,91.22952127659575,PM25,73.15851063829788,286.0019148936171,99.97564319148935
83,2016-03-24,52.29659574468085,PM10,39.71127659574468,282.9468085106383,100.75820319148936
84,2016-03-25,53.961382978723414,PM10,38.34468085106383,282.4061702127659,100.63137340425531
85,2016-03-26,62.77872340425534,PM10,49.98936170212765,282.68765957446806,100.55122808510639
86,2016-03-27,64.64760638297874,PM25,46.71340425531914,284.7391489361702,100.50564425531915
87,2016-03-28,57.26531914893618,PM10,38.492127659574464,287.53404255319145,100.14967893617023
88,2016-03-29,79.1,PM25,57.779787234042566,288.2108510638298,99.88694191489363
89,2016-03-30,68.23058510638297,PM25,89.5704255319149,286.21638297872335,99.75401829787234
90,2016-03-31,65.43749999999999,PM25,76.25531914893617,287.7821276595745,99.47662744680854
91,2016-04-01,65.27420212765959,PM25,58.51106382978724,293.1872340425532,99.09239319148935
92,2016-04-02,77.42207446808511,PM25,73.14723404255321,296.16872340425533,98.88501808510638
93,2016-04-03,57.50877659574469,PM25,93.06021276595744,289.77510638297866,99.18714127659574
94,2016-04-04,57.271010638297874,PM25,84.54531914893617,287.7523404255319,99.37775191489364
95,2016-04-05,59.78882978723405,PM25,87.52787234042552,289.6374468085107,99.07498914893618
96,2016-04-06,32.49765957446809,PM10,97.21744680851063,289.5340425531915,98.76155234042555
97,2016-04-07,42.84191489361702,PM10,86.36063829787234,288.4963829787234,99.31135382978722
98,2016-04-08,55.62510638297873,PM10,75.2068085106383,290.86851063829783,99.4421955319149
99,2016-04-09,56.54212765957446,PM10,72.09148936170212,292.09510638297877,99.15134936170213
100,2016-04-10,55.32680851063831,PM10,64.71255319148938,292.52382978723404,99.02633617021279
101,2016-04-11,64.59494680851063,PM25,55.79638297872342,292.07659574468084,99.22263404255318
102,2016-04-12,60.628723404255325,PM25,72.4482978723404,292.7725531914894,98.81747893617023
103,2016-04-13,68.56808510638298,PM25,70.9559574468085,293.1625531914894,98.60650659574469
104,2016-04-14,69.91941489361702,PM25,68.95531914893618,294.23723404255315,98.85779659574472
105,2016-04-15,47.3731914893617,PM10,83.558085106383,294.08936170212775,98.7007714893617
106,2016-04-16,37.751170212765956,O3,79.82617021276596,292.0106382978724,98.59693127659573
107,2016-04-17,49.888085106382995,PM10,82.35085106382978,286.5393617021277,99.46465531914893
108,2016-04-18,41.94489361702127,PM10,68.71829787234041,288.2295744680851,99.67195170212767
109,2016-04-19,50.6941489361702,PM10,62.77148936170213,292.6985106382978,99.37637553191487
110,2016-04-20,35.71638297872341,PM10,90.76255319148936,293.3242553191489,98.78804999999998
111,2016-04-21,52.63276595744681,O3,73.26340425531914,291.71212765957455,99.14139191489362
112,2016-04-22,50.05074468085106,PM10,66.14872340425532,293.46574468085106,98.82362425531915
113,2016-04-23,38.27468085106383,PM10,90.72553191489361,290.5010638297872,98.68504531914894
114,2016-04-24,43.00936170212766,PM10,85.8931914893617,288.76617021276587,99.05735893617022
115,2016-04-25,50.72872340425533,PM10,81.52127659574468,290.50489361702125,99.11307106382979
116,2016-04-26,50.88925531914893,PM10,88.65468085106382,291.5644680851064,98.97796765957449
117,2016-04-27,72.45292553191489,PM25,76.85893617021276,291.018085106383,99.0860265957447
118,2016-04-28,59.04468085106383,PM25,65.83553191489361,291.2925531914894,99.43167063829789
119,2016-04-29,55.98287234042554,PM10,55.565319148936176,293.72361702127665,99.49284723404251
120,2016-04-30,59.13191489361701,PM25,58.21127659574468,294.8148936170213,99.07848127659574
121,2016-05-01,50.13031914893616,PM10,74.35489361702126,295.971914893617,98.63112914893618
122,2016-05-02,50.94553191489363,PM10,74.82319148936169,296.6659574468085,98.42020170212766
123,2016-05-03,56.74159574468084,PM10,38.89106382978723,293.558085106383,99.18603510638299
124,2016-05-04,53.15085106382978,PM10,51.889787234042565,297.32510638297873,98.8281910638298
