,Date,Year,Month,Day,MAX_val,MAX_name
0,2017-01-01,2017,01,01,124.99318783068782,PM25
1,2017-01-02,2017,01,02,149.34497354497356,PM25
2,2017-01-03,2017,01,03,154.08617724867725,PM25
3,2017-01-04,2017,01,04,200.3052645502645,PM25
4,2017-01-05,2017,01,05,195.05940476190474,PM25
5,2017-01-06,2017,01,06,162.52948412698413,PM25
6,2017-01-07,2017,01,07,63.76534391534391,PM25
7,2017-01-08,2017,01,08,88.40787037037038,PM25
8,2017-01-09,2017,01,09,70.25509259259259,PM25
9,2017-01-10,2017,01,10,39.94796296296296,PM10
10,2017-01-11,2017,01,11,46.12185185185185,PM10
11,2017-01-12,2017,01,12,71.46924603174604,PM25
12,2017-01-13,2017,01,13,82.82083333333331,PM25
13,2017-01-14,2017,01,14,118.38346560846561,PM25
14,2017-01-15,2017,01,15,113.97777777777777,PM25
15,2017-01-16,2017,01,16,89.00879629629628,PM25
16,2017-01-17,2017,01,17,95.65509259259261,PM25
17,2017-01-18,2017,01,18,97.8925925925926,PM25
18,2017-01-19,2017,01,19,100.8087962962963,PM25
19,2017-01-20,2017,01,20,113.89212962962965,PM25
20,2017-01-21,2017,01,21,118.47962962962964,PM25
21,2017-01-22,2017,01,22,154.98212962962964,PM25
22,2017-01-23,2017,01,23,180.4633068783069,PM25
23,2017-01-24,2017,01,24,182.16906084656088,PM25
24,2017-01-25,2017,01,25,182.49431216931222,PM25
25,2017-01-26,2017,01,26,191.20829365079365,PM25
26,2017-01-27,2017,01,27,188.00212962962962,PM25
27,2017-01-28,2017,01,28,199.22361111111113,PM25
28,2017-01-29,2017,01,29,94.74973544973547,PM25
29,2017-01-30,2017,01,30,85.90925925925927,PM25
30,2017-01-31,2017,01,31,55.55870370370371,PM10
31,2017-02-01,2017,02,01,59.11329365079366,PM25
32,2017-02-02,2017,02,02,65.46805555555555,PM25
33,2017-02-03,2017,02,03,56.0175925925926,PM25
34,2017-02-04,2017,02,04,94.36150793650793,PM25
35,2017-02-05,2017,02,05,105.37083333333334,PM25
36,2017-02-06,2017,02,06,100.28657407407407,PM25
37,2017-02-07,2017,02,07,32.91518518518518,PM10
38,2017-02-08,2017,02,08,48.448333333333345,PM10
39,2017-02-09,2017,02,09,67.19537037037037,PM10
40,2017-02-10,2017,02,10,93.76296296296297,PM25
41,2017-02-11,2017,02,11,67.66805555555555,PM25
42,2017-02-12,2017,02,12,93.17916666666666,PM25
43,2017-02-13,2017,02,13,127.2193783068783,PM25
44,2017-02-14,2017,02,14,113.13055555555555,PM25
45,2017-02-15,2017,02,15,120.8978835978836,PM25
46,2017-02-16,2017,02,16,141.89208994708994,PM25
47,2017-02-17,2017,02,17,113.7574074074074,PM25
48,2017-02-18,2017,02,18,112.14722222222224,PM25
49,2017-02-19,2017,02,19,149.6698015873016,PM25
50,2017-02-20,2017,02,20,121.25601851851852,PM25
51,2017-02-21,2017,02,21,52.32370370370369,PM10
52,2017-02-22,2017,02,22,67.84314814814813,PM10
53,2017-02-23,2017,02,23,55.76462962962964,PM10
54,2017-02-24,2017,02,24,57.59555555555554,PM10
