,Date,Year,Month,Day,MAX_val,MAX_name
0,2017-01-01,2017,01,01,27.896,O3
1,2017-01-02,2017,01,02,29.369333333333334,O3
2,2017-01-03,2017,01,03,30.585739837398375,O3
3,2017-01-04,2017,01,04,29.90978861788618,O3
4,2017-01-05,2017,01,05,29.912682926829273,O3
5,2017-01-06,2017,01,06,30.49712195121952,O3
6,2017-01-07,2017,01,07,28.23786178861788,O3
7,2017-01-08,2017,01,08,30.031756097560972,O3
8,2017-01-09,2017,01,09,32.31740650406504,O3
9,2017-01-10,2017,01,10,31.62230081300813,O3
10,2017-01-11,2017,01,11,30.43692682926829,O3
11,2017-01-12,2017,01,12,31.960520325203248,O3
12,2017-01-13,2017,01,13,32.567853658536585,O3
13,2017-01-14,2017,01,14,30.960065040650406,O3
14,2017-01-15,2017,01,15,28.796926829268294,O3
15,2017-01-16,2017,01,16,30.063146341463412,O3
16,2017-01-17,2017,01,17,31.307268292682927,O3
17,2017-01-18,2017,01,18,28.07258536585366,O3
18,2017-01-19,2017,01,19,31.56056097560976,O3
19,2017-01-20,2017,01,20,32.456154471544714,O3
20,2017-01-21,2017,01,21,32.05392682926829,O3
21,2017-01-22,2017,01,22,32.79393495934959,O3
22,2017-01-23,2017,01,23,30.483146341463417,O3
23,2017-01-24,2017,01,24,28.519934959349598,O3
24,2017-01-25,2017,01,25,25.48018699186992,O3
25,2017-01-26,2017,01,26,27.383089430894305,O3
26,2017-01-27,2017,01,27,29.226439024390242,O3
27,2017-01-28,2017,01,28,28.51089430894309,O3
28,2017-01-29,2017,01,29,26.003146341463417,O3
29,2017-01-30,2017,01,30,25.70017886178862,O3
30,2017-01-31,2017,01,31,27.2880081300813,O3
31,2017-02-01,2017,02,01,25.899024390243905,O3
32,2017-02-02,2017,02,02,25.439528455284556,O3
33,2017-02-03,2017,02,03,26.693894308943094,O3
34,2017-02-04,2017,02,04,27.04939024390244,O3
35,2017-02-05,2017,02,05,23.924260162601623,O3
36,2017-02-06,2017,02,06,26.541536585365854,O3
37,2017-02-07,2017,02,07,29.237040650406502,O3
38,2017-02-08,2017,02,08,26.43830894308943,O3
39,2017-02-09,2017,02,09,24.96368292682927,O3
40,2017-02-10,2017,02,10,25.289658536585364,O3
41,2017-02-11,2017,02,11,27.369552845528457,O3
42,2017-02-12,2017,02,12,27.115853658536587,O3
43,2017-02-13,2017,02,13,25.820479674796747,O3
44,2017-02-14,2017,02,14,26.029666666666667,O3
