,Date,Year,Month,Day,MAX_val,MAX_name
0,2017-01-01,2017,01,01,141.84302232142858,PM25
1,2017-01-02,2017,01,02,188.50530357142856,PM25
2,2017-01-03,2017,01,03,143.35913839285712,PM25
3,2017-01-04,2017,01,04,170.18195535714284,PM25
4,2017-01-05,2017,01,05,51.766830357142865,PM25
5,2017-01-06,2017,01,06,37.788124999999994,NO2
6,2017-01-07,2017,01,07,56.2978125,PM25
7,2017-01-08,2017,01,08,118.16859374999999,PM25
8,2017-01-09,2017,01,09,132.05948660714287,PM25
9,2017-01-10,2017,01,10,144.70140178571427,PM25
10,2017-01-11,2017,01,11,110.54249999999998,PM25
11,2017-01-12,2017,01,12,100.48921875,PM25
12,2017-01-13,2017,01,13,81.234375,PM25
13,2017-01-14,2017,01,14,97.0484375,PM25
14,2017-01-15,2017,01,15,50.783,PM10
15,2017-01-16,2017,01,16,60.5921875,PM25
16,2017-01-17,2017,01,17,70.51218750000001,NO2
17,2017-01-18,2017,01,18,89.7275,PM25
18,2017-01-19,2017,01,19,94.84609375,PM25
19,2017-01-20,2017,01,20,70.821625,PM10
20,2017-01-21,2017,01,21,65.08075000000001,PM10
21,2017-01-22,2017,01,22,97.12453124999999,PM25
22,2017-01-23,2017,01,23,86.70859375,PM25
23,2017-01-24,2017,01,24,73.7746875,PM25
24,2017-01-25,2017,01,25,76.60046875,PM25
25,2017-01-26,2017,01,26,82.435,PM25
26,2017-01-27,2017,01,27,139.18408482142857,PM25
27,2017-01-28,2017,01,28,144.44964285714283,PM25
28,2017-01-29,2017,01,29,114.62171874999999,PM25
29,2017-01-30,2017,01,30,90.18015625000001,PM25
30,2017-01-31,2017,01,31,49.47189732142857,PM25
31,2017-02-01,2017,02,01,61.83515625,PM25
32,2017-02-02,2017,02,02,100.40609375,PM25
33,2017-02-03,2017,02,03,93.8215625,PM25
34,2017-02-04,2017,02,04,86.31640625,PM25
35,2017-02-05,2017,02,05,84.54890625,PM25
36,2017-02-06,2017,02,06,117.74515625,PM25
37,2017-02-07,2017,02,07,52.881607142857135,PM25
38,2017-02-08,2017,02,08,89.77140625,PM25
39,2017-02-09,2017,02,09,114.34457589285712,PM25
40,2017-02-10,2017,02,10,107.9924330357143,PM25
41,2017-02-11,2017,02,11,77.83654017857143,PM25
42,2017-02-12,2017,02,12,84.80015625,PM25
43,2017-02-13,2017,02,13,73.38578125000001,PM25
44,2017-02-14,2017,02,14,80.42265625,PM25
45,2017-02-15,2017,02,15,85.26265624999999,PM25
46,2017-02-16,2017,02,16,86.05437500000001,PM25
47,2017-02-17,2017,02,17,133.69390625,PM25
48,2017-02-18,2017,02,18,73.0203125,PM25
49,2017-02-19,2017,02,19,108.60484375000001,PM25
50,2017-02-20,2017,02,20,93.75015625,PM25
51,2017-02-21,2017,02,21,48.512375,PM10
52,2017-02-22,2017,02,22,78.32843749999999,PM25
53,2017-02-23,2017,02,23,109.89473214285712,PM25
54,2017-02-24,2017,02,24,68.57093750000001,PM25
55,2017-02-25,2017,02,25,73.141875,PM25
56,2017-02-26,2017,02,26,88.63109375,PM25
57,2017-02-27,2017,02,27,87.31578125000001,PM25
58,2017-02-28,2017,02,28,115.91595982142857,PM25
59,2017-03-01,2017,03,01,74.9730625,PM10
60,2017-03-02,2017,03,02,51.656875,PM10
61,2017-03-03,2017,03,03,60.1505625,PM10
62,2017-03-04,2017,03,04,72.618125,PM25
63,2017-03-05,2017,03,05,82.43718750000001,PM25
64,2017-03-06,2017,03,06,83.74140625,PM25
65,2017-03-07,2017,03,07,81.39046875,PM25
66,2017-03-08,2017,03,08,72.36031249999999,PM25
67,2017-03-09,2017,03,09,77.13703124999999,PM25
68,2017-03-10,2017,03,10,99.80957589285713,PM25
69,2017-03-11,2017,03,11,89.16421875,PM25
70,2017-03-12,2017,03,12,92.559375,PM25
71,2017-03-13,2017,03,13,67.9428125,PM25
72,2017-03-14,2017,03,14,54.426874999999995,PM10
73,2017-03-15,2017,03,15,52.2378125,PM10
74,2017-03-16,2017,03,16,62.725334821428575,PM25
75,2017-03-17,2017,03,17,69.6234375,PM25
76,2017-03-18,2017,03,18,90.9865625,PM25
77,2017-03-19,2017,03,19,84.385,PM25
78,2017-03-20,2017,03,20,57.29765625,PM25
79,2017-03-21,2017,03,21,75.6165625,PM25
80,2017-03-22,2017,03,22,83.02015625000001,PM25
81,2017-03-23,2017,03,23,49.23819196428572,PM25
82,2017-03-24,2017,03,24,59.6465625,PM25
83,2017-03-25,2017,03,25,60.678374999999996,PM10
84,2017-03-26,2017,03,26,58.21975,PM10
85,2017-03-27,2017,03,27,60.60281249999999,PM10
86,2017-03-28,2017,03,28,71.592625,PM10
87,2017-03-29,2017,03,29,106.75078125,PM25
88,2017-03-30,2017,03,30,121.78234375000002,PM25
89,2017-03-31,2017,03,31,70.39194196428572,PM25
90,2017-04-01,2017,04,01,107.20343749999999,PM25
91,2017-04-02,2017,04,02,72.54234375,PM25
92,2017-04-03,2017,04,03,61.44140625,PM25
93,2017-04-04,2017,04,04,67.19968750000001,PM25
94,2017-04-05,2017,04,05,98.12671875000001,PM25
95,2017-04-06,2017,04,06,88.69921875,PM25
96,2017-04-07,2017,04,07,91.59265625,PM25
97,2017-04-08,2017,04,08,92.804375,PM25
98,2017-04-09,2017,04,09,49.37468750000001,PM10
99,2017-04-10,2017,04,10,36.39125,O3
100,2017-04-11,2017,04,11,49.06819196428572,PM25
101,2017-04-12,2017,04,12,68.18421875,PM25
102,2017-04-13,2017,04,13,59.9750625,PM10
103,2017-04-14,2017,04,14,58.33675000000001,PM10
104,2017-04-15,2017,04,15,64.72049999999999,PM10
105,2017-04-16,2017,04,16,66.70293749999999,PM10
106,2017-04-17,2017,04,17,60.04225,PM10
107,2017-04-18,2017,04,18,75.2300625,PM10
108,2017-04-19,2017,04,19,67.28618750000001,PM10
109,2017-04-20,2017,04,20,60.68662500000001,PM10
110,2017-04-21,2017,04,21,72.4033125,PM10
111,2017-04-22,2017,04,22,59.68931250000001,PM10
112,2017-04-23,2017,04,23,57.95583333333334,O3
113,2017-04-24,2017,04,24,59.8120625,PM10
114,2017-04-25,2017,04,25,72.100625,PM25
115,2017-04-26,2017,04,26,77.81375,PM25
116,2017-04-27,2017,04,27,54.4536875,PM10
117,2017-04-28,2017,04,28,66.4178125,O3
118,2017-04-29,2017,04,29,76.57489583333333,O3
119,2017-04-30,2017,04,30,64.08635416666667,O3
120,2017-05-01,2017,05,01,60.2584375,PM25
121,2017-05-02,2017,05,02,44.8831875,O3
122,2017-05-03,2017,05,03,47.685375,PM10
123,2017-05-04,2017,05,04,40.553250000000006,PM10
124,2017-05-05,2017,05,05,77.1168125,PM10
125,2017-05-06,2017,05,06,170.42718303571428,PM10
126,2017-05-07,2017,05,07,139.08263392857143,PM25
127,2017-05-08,2017,05,08,65.4128125,PM25
128,2017-05-09,2017,05,09,57.98720833333334,O3
129,2017-05-10,2017,05,10,66.8178125,O3
130,2017-05-11,2017,05,11,56.917946428571426,PM25
131,2017-05-12,2017,05,12,52.89039583333333,O3
132,2017-05-13,2017,05,13,64.1065625,O3
133,2017-05-14,2017,05,14,71.32975,PM10
134,2017-05-15,2017,05,15,70.550625,PM10
135,2017-05-16,2017,05,16,53.4739375,O3
136,2017-05-17,2017,05,17,77.15349431818183,O3
137,2017-05-18,2017,05,18,73.90575757575758,O3
138,2017-05-19,2017,05,19,66.73572916666667,O3
139,2017-05-20,2017,05,20,68.82421875,PM25
140,2017-05-21,2017,05,21,78.32741477272728,O3
141,2017-05-22,2017,05,22,69.77812310606062,O3
142,2017-05-23,2017,05,23,50.8415625,PM10
143,2017-05-24,2017,05,24,54.451750000000004,O3
144,2017-05-25,2017,05,25,60.71750000000001,O3
