,Date,PM25,PM10,SO2,NO2,CO
0,2013-01-01,146.58456632653062,120.01257142857142,80.0366043956044,75.84999999999998,48.20357142857143
1,2013-01-02,46.159005102040815,49.82221428571428,38.95692857142857,34.67714285714286,25.307142857142857
2,2013-01-03,79.0955357142857,66.38635714285715,67.86688461538462,56.11214285714286,35.36785714285714
3,2013-01-04,106.05499999999999,90.08278571428572,82.24443956043956,82.06,37.58571428571429
4,2013-01-05,168.46520408163266,121.37964285714287,111.21602197802198,104.32682142857144,46.246428571428574
5,2013-01-06,226.82197959183674,150.48321428571427,96.11481868131867,106.33282142857142,49.589285714285715
6,2013-01-07,262.8649387755102,160.7312857142857,109.66106043956044,116.34339285714286,71.97142857142858
7,2013-01-08,225.29277040816325,141.59927551020408,92.81704945054945,101.30821428571429,58.18571428571428
8,2013-01-09,107.8617857142857,76.20521428571428,58.02321428571429,63.07625000000001,32.739285714285714
9,2013-01-10,132.7960969387755,108.88207142857142,81.68610439560439,83.22992857142857,48.089285714285715
10,2013-01-11,167.55729591836732,122.62250000000002,60.84721428571429,73.00678571428573,49.160714285714285
11,2013-01-12,273.78,178.53803061224488,81.60002197802197,98.89742857142856,63.503571428571426
12,2013-01-13,241.90679591836738,169.44187244897955,57.175214285714276,81.30889285714285,57.114285714285714
13,2013-01-14,340.3353333333334,206.2390816326531,90.40853846153846,107.64432142857142,80.15071428571429
14,2013-01-15,298.00771428571437,218.25454081632654,86.59029670329672,106.52182142857141,66.21428571428571
15,2013-01-16,136.7634132653061,88.462,54.730016483516486,49.29039285714286,34.589285714285715
16,2013-01-17,119.506193877551,77.8227142857143,55.89899999999999,55.645535714285714,35.28214285714286
17,2013-01-18,189.618056122449,115.72585714285715,69.14864285714286,83.88160714285716,44.91428571428571
18,2013-01-19,258.56385714285716,165.33967346938775,80.47110989010987,94.796,56.31428571428572
19,2013-01-20,226.9935918367347,127.96478571428571,61.184000000000005,63.06664285714287,50.625
20,2013-01-21,122.07205102040818,71.31407142857144,37.36942857142857,50.19910714285715,34.76428571428571
21,2013-01-22,92.50622448979591,65.72000000000001,31.98778571428572,30.681071428571432,22.485714285714284
22,2013-01-23,250.26800000000003,140.43114285714282,82.63170329670331,83.78575,70.11428571428571
23,2013-01-24,203.15338265306116,117.97435714285714,62.42192857142858,79.10589285714286,54.80714285714286
24,2013-01-25,118.74439285714283,88.48978571428573,58.15807142857144,67.4500357142857,41.160714285714285
25,2013-01-26,123.49418367346937,87.68699999999998,61.407692307692315,62.49646428571428,30.660714285714285
26,2013-01-27,199.64817857142856,134.82173469387754,76.13859890109892,85.74217857142857,49.78214285714286
27,2013-01-28,262.9747142857143,146.37138775510203,62.900335164835155,76.44189285714288,49.50714285714286
28,2013-01-29,295.631,178.1314336734694,75.02097252747254,91.28121428571428,63.65714285714286
29,2013-01-30,264.9557959183673,207.29099489795917,70.0405934065934,75.21507142857145,59.82857142857143
30,2013-01-31,116.83729591836733,86.36264285714284,51.98871428571429,65.60435714285711,36.625
31,2013-02-01,105.50357142857142,69.30692857142859,53.290857142857135,57.76357142857143,53.760714285714286
32,2013-02-02,43.52433673469388,49.081071428571434,32.3785,37.214999999999996,16.50357142857143
33,2013-02-03,51.26663265306122,56.70864285714286,31.556857142857144,35.74089285714287,17.67142857142857
34,2013-02-04,74.78821428571429,60.89528571428573,44.06928571428572,44.26017857142858,20.760714285714286
35,2013-02-05,97.3434948979592,70.91185714285714,53.96335714285714,62.61910714285715,23.832142857142856
36,2013-02-06,177.61708673469386,87.14385714285713,79.2007802197802,57.05678571428572,34.67857142857143
37,2013-02-07,38.30734693877551,33.98921428571428,24.070928571428578,19.465535714285714,12.446428571428571
38,2013-02-08,65.2872193877551,54.782357142857144,46.79378571428571,35.22285714285714,20.235714285714284
39,2013-02-09,126.92255102040815,95.73971428571427,66.79764285714285,52.82482142857143,33.70357142857143
40,2013-02-10,190.05489285714287,114.97892857142858,67.67189560439562,46.62321428571428,30.77857142857143
41,2013-02-11,82.95392857142856,71.75414285714285,57.763000000000005,40.21928571428572,21.867857142857144
42,2013-02-12,144.99673469387756,95.31799999999998,69.87992857142858,45.39267857142857,29.892857142857142
43,2013-02-13,196.97883673469383,115.81978571428571,62.83321428571427,41.40982142857145,40.54642857142857
44,2013-02-14,141.3038775510204,97.61842857142857,55.38907142857143,41.99732142857143,28.360714285714284
45,2013-02-15,74.66905612244899,57.42492857142857,35.834142857142865,28.3775,19.125
46,2013-02-16,109.83519897959181,83.4117142857143,36.548428571428566,32.45892857142857,26.160714285714285
47,2013-02-17,135.17020918367342,100.47857142857143,46.36778571428571,46.0975,28.62142857142857
48,2013-02-18,60.3918112244898,54.19085714285714,33.21885714285714,28.306071428571432,18.04642857142857
49,2013-02-19,52.22642857142857,52.62942857142856,45.58392857142858,35.435178571428565,19.79642857142857
50,2013-02-20,113.17392857142859,90.89442857142855,48.1312857142857,48.82089285714285,27.28214285714286
