,Date,PM25,PM10,SO2,NO2,CO
0,2013-01-01,17.737296834901624,15.376287425149702,17.724880239520957,8.032634730538922,8.58682634730539
1,2013-01-02,21.225235243798117,16.39245508982036,17.52961077844311,9.297829341317366,7.57185628742515
2,2013-01-03,32.80814798973481,30.252185628742513,29.654071856287423,16.03809880239521,9.127245508982035
3,2013-01-04,56.50735671514115,53.373652694610776,46.975723169046525,33.7374251497006,17.937125748502993
4,2013-01-05,52.823556458511554,49.95497005988024,32.10808383233533,25.573203592814373,11.744011976047904
5,2013-01-06,58.29666381522669,58.244790419161674,43.32898894518655,38.34131736526946,18.100299401197606
6,2013-01-07,69.89035500427718,65.6151497005988,41.56140948871487,38.40366766467066,18.16317365269461
7,2013-01-08,34.92574850299401,36.43476047904191,31.606994472593275,19.134805389221555,12.360778443113773
8,2013-01-09,34.83297690333619,39.45452095808383,38.54659834177799,27.44513473053892,14.497005988023952
9,2013-01-10,69.03281650983746,68.07359281437127,58.797286964532475,47.937649700598804,21.07934131736527
10,2013-01-11,56.60898203592815,59.96736526946108,51.786374942422846,36.44752994011976,18.30389221556886
11,2013-01-12,64.05786997433704,67.70895209580839,54.2604352832796,38.345359281437126,21.570359281437124
12,2013-01-13,102.43477972626177,88.70245508982036,70.70719944725933,56.82520958083833,33.368263473053894
13,2013-01-14,103.79265397775877,91.1285628742515,76.09635421464763,68.69303892215568,35.62125748502994
14,2013-01-15,91.13336184773311,76.00323353293413,53.06537079686781,55.00276946107784,30.568862275449103
15,2013-01-16,33.32263686911891,28.588592814371257,26.810239520958085,14.856212574850298,9.805389221556887
16,2013-01-17,40.62572711719418,39.98502994011976,33.96458083832335,25.108532934131738,14.6062874251497
17,2013-01-18,72.21963216424295,69.74017964071857,60.014940119760475,49.80179640718563,25.82634730538922
18,2013-01-19,100.38493370402054,85.25443113772455,56.274320589590054,64.79405688622755,33.787425149700596
19,2013-01-20,128.67064798973482,89.85080838323353,58.40405112851221,75.93607784431137,38.30538922155689
20,2013-01-21,54.787532078699755,44.83377245508982,29.50676646706587,22.747754491017965,19.449101796407184
21,2013-01-22,63.04330624465354,53.88679640718563,46.56510594196223,38.83937125748503,18.130239520958085
22,2013-01-23,66.00718562874252,56.16892215568862,48.403203592814364,38.26796407185629,21.05688622754491
23,2013-01-24,20.682976903336186,17.883023952095808,24.178113772455088,13.407335329341318,9.255988023952096
24,2013-01-25,40.86726903336184,36.41383233532934,33.111665131275906,25.746856287425153,15.176646706586826
25,2013-01-26,36.029523096663816,28.586257485029943,26.571616766467066,20.90733532934132,12.646706586826348
26,2013-01-27,52.80689692044482,50.24880239520957,45.77368724090281,36.32761976047905,18.87874251497006
27,2013-01-28,56.579619332763045,53.78550898203593,37.988963611239065,32.92754491017964,20.377245508982035
28,2013-01-29,70.04182848588538,62.64574850299401,50.99205665591894,44.043712574850304,18.994011976047904
29,2013-01-30,141.11823353293414,102.3812874251497,65.11571856287425,79.32616766467065,44.6565868263473
30,2013-01-31,163.3802587681779,113.26817365269463,61.17397052049747,91.60196107784431,69.70868263473054
31,2013-02-01,21.341317365269468,21.234550898203594,15.740958083832334,12.265194610778442,9.922155688622755
32,2013-02-02,41.18975620188194,38.874580838323354,32.66236526946108,30.940943113772455,14.414670658682635
33,2013-02-03,111.63931779298547,84.1831736526946,52.04682634730539,54.30935628742515,32.17065868263473
34,2013-02-04,23.257656116338747,23.505029940119762,19.707694610778447,15.85396706586826,9.965568862275449
35,2013-02-05,53.6366873396065,51.80179640718563,39.26862275449101,29.377769461077843,17.622754491017965
36,2013-02-06,21.770369974337044,19.380778443113773,11.941257485029938,10.890194610778442,9.31437125748503
37,2013-02-07,13.239264328485886,10.122874251497006,7.458562874251497,6.315568862275448,6.908682634730539
38,2013-02-08,37.61732249786142,36.36838323353294,31.483083832335332,25.84865269461078,13.982035928143713
39,2013-02-09,45.82626176218991,45.3741616766467,30.36535928143713,25.82110778443114,15.188622754491018
40,2013-02-10,33.98806672369547,27.661946107784427,17.662514970059878,12.911976047904192,9.658682634730539
41,2013-02-11,49.2109388366125,42.073473053892215,30.804670658682635,21.196257485029943,15.190119760479043
42,2013-02-12,35.13107356715142,51.59047904191617,35.0874251497006,18.56991017964072,12.824850299401197
43,2013-02-13,44.66272455089821,56.67739520958084,35.66413173652695,22.521257485029942,15.576347305389222
44,2013-02-14,35.48519033361848,35.681017964071856,28.810209580838325,14.242664670658684,11.062874251497005
45,2013-02-15,36.42457228400342,37.35994011976048,38.474520958083836,20.487125748502997,14.634730538922156
46,2013-02-16,112.60528229255775,81.75065868263472,57.956050207277734,48.25965568862275,30.016467065868262
47,2013-02-17,54.638109495295126,48.52790419161676,25.04688622754491,21.375299401197605,15.812874251497005
48,2013-02-18,24.253036783575705,23.531437125748504,15.998982035928144,12.829940119760478,11.115269461077844
49,2013-02-19,30.645530367835764,32.018802395209576,21.58895209580838,19.56324850299401,13.076347305389222
50,2013-02-20,38.16069289991446,36.85041916167665,22.50395209580838,21.26639221556886,13.904191616766466
51,2013-02-21,37.962703165098375,36.03245508982036,25.09517964071856,19.460104790419162,15.344311377245509
52,2013-02-22,23.046332335329343,18.083532934131743,18.302125748502995,13.27612275449102,10.949101796407186
53,2013-02-23,38.95193541488452,42.57131736526946,36.31245508982036,24.07013473053892,15.600299401197605
54,2013-02-24,136.34988237810097,104.02422155688623,60.47688622754491,62.97708083832336,40.99550898203593
55,2013-02-25,167.28703165098372,112.24494011976051,46.61889221556886,60.16160179640718,48.122754491017965
56,2013-02-26,57.23500855431993,45.32976047904192,17.402574850299406,26.015194610778444,19.887724550898202
57,2013-02-27,48.51965355004278,43.364940119760476,21.962155688622754,23.87200598802395,16.50299401197605
58,2013-02-28,51.62671086398631,66.95158682634731,15.394311377245511,15.675973053892214,13.226047904191617
59,2013-03-01,9.369033361847734,6.849461077844312,6.218203592814372,5.757859281437127,6.5553892215568865
60,2013-03-02,44.161911890504705,43.19949101796407,27.681616766467066,27.56482035928144,15.470059880239521
61,2013-03-03,31.475502566295983,35.1501497005988,17.58850299401198,17.23877245508982,12.279940119760479
62,2013-03-04,22.853635585970917,22.18580838323353,16.868742514970066,12.996482035928143,10.784431137724551
63,2013-03-05,66.54107142857144,65.1717365269461,45.236227544910186,33.70074850299401,19.068862275449103
64,2013-03-06,59.42008126603935,59.52296407185628,31.462455089820363,30.517215568862277,16.860778443113773
65,2013-03-07,50.04226903336185,54.48062874251498,22.12925149700599,25.139371257485028,14.24251497005988
66,2013-03-08,78.0667130025663,83.2651497005988,25.277425149700598,33.85598802395209,16.899700598802394
67,2013-03-09,51.361494867408034,61.20727544910179,10.068502994011977,15.909880239520957,9.47305389221557
68,2013-03-10,23.19760479041916,22.251437125748502,11.600778443113771,15.390269461077846,8.781437125748504
69,2013-03-11,80.41070359281439,73.52934131736525,37.451856287425144,46.3188622754491,22.94311377245509
70,2013-03-12,68.75516467065867,56.82505988023952,19.502215568862276,39.668562874251506,18.233532934131738
71,2013-03-13,10.450727117194184,8.369401197604791,5.082814371257484,8.127470059880238,6.419161676646707
72,2013-03-14,60.29821428571429,52.176257485029936,28.674191616766468,35.2931886227545,20.27994011976048
73,2013-03-15,96.14958297690333,68.0881736526946,28.404670658682633,43.556062874251495,23.607784431137723
74,2013-03-16,88.31001710863985,61.43526946107786,25.23946107784431,35.508607784431135,21.15868263473054
75,2013-03-17,76.83110564585117,54.814011976047894,19.01862275449102,27.940793413173648,17.12874251497006
76,2013-03-18,15.102192044482463,13.73494011976048,6.373353293413173,7.862425149700598,6.546407185628743
77,2013-03-19,24.513056030795553,18.11125748502994,9.399161676646706,16.139221556886227,10.032934131736527
78,2013-03-20,17.607955517536357,13.24125748502994,8.397724550898204,12.203293413173652,8.434131736526947
79,2013-03-21,42.786398631308806,33.85353293413174,18.381317365269464,23.917514970059884,13.001497005988025
80,2013-03-22,16.734131736526948,14.959820359281437,8.136467065868263,12.713547904191616,8.071856287425149
81,2013-03-23,34.890707869974335,32.32937125748502,12.630359281437126,18.056287425149705,11.968562874251496
82,2013-03-24,8.544396920444825,6.939880239520958,5.845149700598802,8.729565868263473,7.495508982035928
83,2013-03-25,37.58376817792985,35.92610778443114,18.916287425149704,25.125523952095808,17.146706586826348
84,2013-03-26,57.132281864841744,47.56907185628742,22.427185628742517,29.501347305389224,16.369760479041915
85,2013-03-27,25.223021813515825,19.618443113772454,6.969041916167664,11.673428143712576,8.29191616766467
86,2013-03-28,10.366638152266894,8.303053892215567,4.454431137724551,7.113473053892216,6.315868263473054
87,2013-03-29,39.39077202737382,41.533832335329336,14.828083832335329,25.80568862275449,16.019461077844312
88,2013-03-30,71.57327844311378,60.67164670658682,20.954670658682634,33.6562125748503,22.04640718562874
89,2013-03-31,105.10765183917879,75.6755389221557,22.409341317365268,42.16654191616767,23.676646706586826
90,2013-04-01,51.093391787852866,43.568323353293415,10.802994011976047,15.272380239520956,12.094311377245509
91,2013-04-02,33.3919375534645,35.28955089820359,21.80799401197605,28.39064371257485,11.62125748502994
92,2013-04-03,69.41393284858854,69.14251497005988,23.280718562874252,27.76122754491018,16.085329341317365
93,2013-04-04,70.67065868263474,58.43616766467066,24.244071856287427,38.84940119760479,24.016467065868262
94,2013-04-05,39.100609495295124,31.169161676646702,7.265928143712576,10.63997005988024,9.93562874251497
95,2013-04-06,10.192044482463643,9.403233532934133,5.217844311377246,9.015119760479042,6.800898203592815
96,2013-04-07,58.6935628742515,55.06101796407186,16.80431137724551,24.226571856287425,13.055389221556887
97,2013-04-08,13.257998289136014,35.46778443113772,2.7080838323353293,3.273577844311377,5.800898203592815
98,2013-04-09,14.052437981180496,13.398143712574852,3.7358083832335334,4.373502994011976,5.986526946107785
99,2013-04-10,9.802309666381523,10.616586826347303,4.871976047904192,6.07185628742515,5.979041916167665
100,2013-04-11,8.530624465355006,12.486586826347306,6.514251497005989,9.784056886227544,7.311377245508982
101,2013-04-12,25.59247219846023,26.16868263473054,9.054491017964072,12.222080838323354,8.058383233532934
102,2013-04-13,27.00735671514115,29.961676646706582,8.848502994011975,10.974550898203592,7.541916167664671
103,2013-04-14,23.50906757912746,34.14179640718562,12.150299401197604,13.97754491017964,8.934131736526947
104,2013-04-15,96.63555389221557,91.5691616766467,24.757035928143715,31.504116766467067,17.270958083832337
105,2013-04-16,37.06297048759624,46.74970059880239,10.282994011976047,15.273502994011977,11.875748502994012
106,2013-04-17,57.010532506415736,68.64146706586826,12.938562874251499,16.906062874251496,13.916167664670658
107,2013-04-18,6.431308810949529,6.7872455089820365,3.9997604790419166,5.311227544910181,5.838323353293413
