,Date,PM25,PM10,SO2,NO2,CO,O3,AQI
0,2014-01-01,144.64197892271665,122.9118852459017,31.45655737704918,70.54016393442625,32.22540983606557,14.02450819672131,144.64197892271665
1,2014-01-02,211.1030679156909,146.97721311475414,51.22721311475409,84.64012295081965,34.22540983606557,13.004836065573771,211.1030679156909
2,2014-01-03,240.5278688524589,187.2997072599532,58.35762295081967,75.97327868852457,46.30327868852459,10.582049180327871,240.5278688524589
3,2014-01-04,180.3209777517565,121.49868852459016,34.387868852459015,45.79118852459016,38.48770491803279,11.997049180327863,180.3209777517565
4,2014-01-05,216.9498594847776,142.39885245901633,49.62852459016396,69.76368852459018,46.05327868852459,11.709918032786884,216.9498594847776
5,2014-01-06,169.5818325526932,112.81409836065568,44.34188524590162,62.51741803278689,33.84426229508197,17.06204918032787,169.5818325526932
6,2014-01-07,93.52684426229509,64.92573770491803,19.909016393442624,45.8641393442623,21.262295081967213,12.074262295081963,93.52684426229509
7,2014-01-08,100.9227459016394,57.362295081967225,17.496393442622946,26.31086065573769,33.50819672131148,15.803196721311478,100.9227459016394
8,2014-01-09,58.19830210772835,49.847213114754105,13.019180327868858,20.467827868852453,15.184426229508198,19.470819672131142,58.35246487119439
9,2014-01-10,103.68135245901637,79.14114754098361,32.345901639344255,56.99918032786885,23.34016393442623,13.012786885245903,103.68135245901637
10,2014-01-11,127.225,86.4127049180328,32.012295081967224,60.086475409836055,26.55327868852459,9.842049180327868,127.225
11,2014-01-12,180.12936182669793,98.43,31.86770491803277,40.38114754098359,29.307377049180328,16.787295081967212,180.12936182669793
12,2014-01-13,107.33656323185014,66.20918032786885,12.797377049180325,22.658401639344262,19.331967213114755,19.76360655737705,107.33656323185014
13,2014-01-14,88.34426229508198,62.89237704918033,20.8444262295082,36.38954918032788,18.69672131147541,18.106721311475408,88.34426229508198
14,2014-01-15,105.8280737704918,69.74909836065575,21.7972131147541,40.55696721311475,19.84016393442623,20.57286885245902,105.8280737704918
15,2014-01-16,124.7967213114754,83.94696721311479,32.02770491803278,61.671926229508216,28.11065573770492,13.414672131147544,124.7967213114754
16,2014-01-17,218.00761124121777,125.9645081967213,33.59,46.61086065573771,37.92622950819672,18.801475409836065,218.00761124121777
17,2014-01-18,301.3060655737705,170.88670960187355,43.09991803278688,42.0780737704918,52.90573770491803,15.446147540983604,301.3060655737705
18,2014-01-19,288.75360655737705,150.97655737704918,41.78327868852459,61.86393442622951,48.49590163934426,16.629508196721314,288.75360655737705
19,2014-01-20,144.29303278688525,129.66204918032787,27.605245901639343,37.05122950819671,26.33606557377049,17.609016393442623,144.29303278688525
20,2014-01-21,66.93565573770492,72.12352459016391,21.378688524590164,29.238934426229505,19.0,18.69434426229508,74.19512295081967
21,2014-01-22,83.97028688524591,74.31827868852461,29.34295081967213,48.33872950819672,20.577868852459016,16.522868852459016,83.97028688524591
22,2014-01-23,105.08360655737708,85.72090163934428,30.699590163934417,57.02254098360657,26.68032786885246,15.521229508196726,105.08360655737708
23,2014-01-24,128.01311475409832,93.76524590163932,23.84778688524589,53.97991803278688,29.7827868852459,17.556639344262294,128.01311475409832
24,2014-01-25,258.43131147540987,156.56647540983607,37.22393442622951,52.84016393442623,52.84426229508197,14.069098360655731,258.43131147540987
25,2014-01-26,64.53586065573771,52.44204918032787,11.065737704918032,17.975409836065573,17.262295081967213,22.86811475409836,64.57156323185012
26,2014-01-27,74.84610655737707,67.65909836065575,20.7377049180328,42.17684426229508,25.72131147540984,13.499754098360656,74.84627049180328
27,2014-01-28,147.53849531615927,96.8568032786885,19.666065573770485,36.53790983606558,31.5655737704918,18.50885245901639,147.53849531615927
28,2014-01-29,110.19262295081964,73.09155737704916,14.201803278688525,33.190983606557374,29.098360655737704,11.247622950819672,110.19262295081964
29,2014-01-30,230.22964871194384,132.39852459016396,26.357868852459006,28.304508196721308,50.877049180327866,19.96893442622952,230.22964871194384
30,2014-01-31,290.92786885245897,161.0898360655737,26.81016393442623,34.25553278688524,51.614754098360656,16.71688524590164,290.92786885245897
31,2014-02-01,264.50540983606555,157.3431967213115,20.19360655737705,23.892213114754103,52.13934426229508,14.89459016393442,264.50540983606555
32,2014-02-02,252.76503512880564,159.23959016393442,23.72196721311476,24.94262295081967,63.67622950819672,13.92098360655738,252.76503512880564
33,2014-02-03,99.80348360655736,77.40106557377048,8.19672131147541,11.373975409836063,31.672131147540984,22.93901639344263,99.80348360655736
34,2014-02-04,35.6152224824356,37.05344262295082,11.062950819672135,10.201024590163938,14.13934426229508,26.392131147540987,37.74297423887587
35,2014-02-05,35.42388758782202,26.35557377049182,7.080655737704918,10.25881147540983,14.10655737704918,27.058934426229506,35.45584309133491
