,Date,PM25,PM10,SO2,NO2,CO,O3,AQI
0,2014-01-01,5.597571428571431,4.317999999999999,0.9657000000000002,1.259875,3.255,36.74695,36.74695
1,2014-01-02,7.847999999999997,6.102900000000001,1.2140000000000006,1.01875,3.845,36.12395000000001,36.12395000000001
2,2014-01-03,7.745857142857144,6.121500000000001,1.2087000000000003,1.4356250000000006,3.4175,33.12650000000001,33.12650000000001
3,2014-01-04,4.590857142857144,3.7335000000000007,0.8915000000000001,1.4711249999999998,3.035,31.1195,31.1195
4,2014-01-05,7.235714285714284,5.685799999999997,1.0231,1.1724999999999997,3.6475,37.3577,37.3577
5,2014-01-06,11.211000000000002,8.680799999999998,1.7419000000000011,0.838,4.425,40.73244999999999,40.73244999999999
6,2014-01-07,13.842714285714292,10.644100000000003,1.8606999999999991,0.6842500000000001,4.5825,40.566150000000015,40.566150000000015
7,2014-01-08,11.290999999999997,8.850100000000001,1.6778999999999995,1.381000000000001,4.1575,37.40764999999999,37.40764999999999
8,2014-01-09,9.030000000000005,7.123100000000004,1.3721,1.3389999999999995,3.8775,36.973200000000006,36.973200000000006
9,2014-01-10,9.196142857142858,7.1721,1.416699999999999,1.0706250000000004,4.3775,39.54970000000001,39.54970000000001
10,2014-01-11,9.210857142857137,7.181300000000001,1.5188999999999997,0.98025,4.41,41.58849999999998,41.58849999999998
11,2014-01-12,14.685428571428575,11.423100000000002,1.973700000000001,1.2108750000000006,4.605,40.00620000000001,40.00620000000001
12,2014-01-13,4.669714285714287,3.6675,0.7353000000000002,1.2195000000000005,3.62,42.8746,42.8746
13,2014-01-14,7.332857142857144,5.795400000000003,1.2858999999999998,1.474124999999999,3.595,36.8235,36.8235
14,2014-01-15,12.168142857142858,9.3691,1.5513000000000003,1.1269999999999998,4.12,35.57659999999998,35.57659999999998
15,2014-01-16,11.11442857142857,8.505299999999998,1.2382,0.8455000000000004,4.0125,38.01465,38.01465
16,2014-01-17,7.025857142857143,5.5784,1.0759,1.6060000000000003,3.62,37.662400000000005,37.662400000000005
17,2014-01-18,9.232714285714284,7.308399999999999,1.3880000000000008,1.6751249999999995,3.6775,39.2068,39.2068
18,2014-01-19,11.331285714285714,8.721799999999998,1.553500000000001,1.2776249999999991,3.9075,40.16275000000001,40.16275000000001
19,2014-01-20,17.319142857142868,13.444099999999995,2.142699999999999,1.3041249999999998,4.69,40.38065,40.38065
20,2014-01-21,3.075571428571429,2.4367,0.5677000000000001,1.1466250000000004,3.195,41.763650000000005,41.763650000000005
21,2014-01-22,5.066714285714287,3.993700000000002,0.9266999999999996,1.521875,2.96,33.63509999999999,33.63509999999999
22,2014-01-23,7.794714285714283,6.012199999999999,1.1041,1.3525,3.0625,35.23564999999999,35.23564999999999
23,2014-01-24,9.479428571428569,7.341100000000001,1.1700000000000004,1.160625,3.5375,37.09344999999999,37.09344999999999
24,2014-01-25,10.253714285714288,8.013899999999996,1.2998000000000005,1.320500000000001,3.53,39.689799999999984,39.689799999999984
25,2014-01-26,8.813285714285717,6.880299999999997,1.0964000000000005,1.1602499999999998,3.4725,38.95800000000001,38.95800000000001
26,2014-01-27,9.43914285714286,7.343600000000002,1.1590000000000005,1.286,3.46,36.6675,36.6675
27,2014-01-28,8.901,6.918400000000002,1.0032,1.0027499999999996,3.5125,37.898,37.898
28,2014-01-29,2.754428571428572,2.2021000000000006,0.5746000000000001,1.2116250000000002,3.29,38.9543,38.9543
29,2014-01-30,5.006714285714287,3.9955,1.0631000000000004,1.6362500000000018,3.195,37.87875000000001,37.87875000000001
30,2014-01-31,5.80357142857143,4.515100000000001,0.9082000000000002,1.3426249999999995,3.0475,38.79279999999999,38.79279999999999
31,2014-02-01,4.165000000000002,3.2931,0.7280999999999997,1.4512500000000004,2.95,39.29315,39.29315
32,2014-02-02,4.03,3.1957000000000018,0.5506000000000001,1.7504999999999995,2.8975,34.5435,34.5435
33,2014-02-03,5.818571428571434,4.7553,0.9038999999999998,2.0175000000000005,2.93,31.4267,31.4267
34,2014-02-04,12.02228571428571,9.737999999999998,1.4718,2.2515,3.425,33.276999999999994,33.276999999999994
35,2014-02-05,9.781857142857138,7.6735000000000015,0.8595,1.1347499999999997,3.535,34.7248,34.7248
36,2014-02-06,13.370142857142852,10.3763,0.98,0.8518749999999998,3.735,34.47730000000001,34.47730000000001
37,2014-02-07,13.929428571428572,10.809100000000004,1.1048999999999998,1.1275000000000004,3.825,33.5914,33.5914
38,2014-02-08,17.046571428571426,13.132399999999995,1.4946000000000004,0.9339999999999996,4.555,35.10689999999999,35.10689999999999
39,2014-02-09,16.87228571428571,12.952900000000003,2.2859,0.8876250000000004,4.8025,38.99019999999998,38.99019999999998
40,2014-02-10,16.22828571428571,12.4517,2.4366,0.7225000000000007,4.71,40.703299999999984,40.703299999999984
41,2014-02-11,14.095857142857142,10.857599999999993,2.2274999999999983,0.6852499999999998,4.84,42.67475,42.67475
42,2014-02-12,23.94071428571429,18.155,3.535500000000001,0.5642499999999999,5.62,42.24659999999998,42.24659999999998
43,2014-02-13,13.867000000000008,10.6767,1.8665,0.7357500000000003,4.25,39.81754999999999,39.81754999999999
44,2014-02-14,11.052571428571431,8.5659,1.5285000000000004,0.975125,3.97,38.28979999999999,38.28979999999999
45,2014-02-15,22.13628571428571,16.961699999999997,3.0248000000000004,0.6814999999999998,4.7475,40.30280000000001,40.30280000000001
46,2014-02-16,22.36942857142858,16.917000000000005,2.5954999999999995,0.55775,4.7775,37.99945,37.99945
47,2014-02-17,12.869999999999996,9.662599999999996,1.4488000000000003,0.69875,4.425,38.6634,38.6634
48,2014-02-18,3.760285714285713,2.9012999999999987,0.5084,1.0435000000000003,3.545,49.45561666666667,49.45561666666667
49,2014-02-19,2.4380000000000006,2.0749,0.4305,1.4992499999999995,3.6225,45.175650000000005,45.175650000000005
50,2014-02-20,10.69442857142857,8.358200000000002,1.3826000000000007,1.2312500000000002,3.79,37.17565000000001,37.17565000000001
51,2014-02-21,14.214999999999993,10.916299999999996,1.2367000000000004,0.9434999999999996,3.8625,36.242,36.242
52,2014-02-22,13.210428571428574,10.256800000000004,1.1117,1.309875,3.7225,35.271750000000004,35.271750000000004
53,2014-02-23,14.971714285714295,11.608300000000002,1.5274000000000008,1.2378750000000005,3.9,37.256150000000005,37.256150000000005
54,2014-02-24,15.09228571428571,11.674799999999996,1.5195,0.7180000000000001,3.855,38.73134999999999,38.73134999999999
55,2014-02-25,11.990857142857138,9.3957,1.3082999999999996,1.16725,3.5325,37.91060000000001,37.91060000000001
56,2014-02-26,12.084714285714288,9.465599999999997,1.3857999999999997,1.3627499999999997,3.5025,38.13369999999999,38.13369999999999
57,2014-02-27,14.205714285714276,11.047499999999996,1.4324,1.1283749999999997,3.705,38.13405,38.13405
58,2014-02-28,14.732285714285718,11.335899999999995,1.5246000000000008,0.6723750000000002,3.525,37.20969999999999,37.20969999999999
59,2014-03-01,13.607714285714282,10.445700000000004,1.6455999999999995,0.7488749999999997,3.715,40.38535000000001,40.38535000000001
60,2014-03-02,12.28028571428572,9.393100000000006,1.3479999999999996,0.5974999999999998,3.7825,41.089500000000015,41.089500000000015
61,2014-03-03,12.429999999999996,9.599799999999998,1.3687999999999996,0.6151249999999996,4.12,44.67619999999998,44.67619999999998
62,2014-03-04,11.729571428571427,9.144699999999997,1.2663999999999995,0.996375,3.63,43.826350000000005,43.826350000000005
63,2014-03-05,11.065000000000005,8.6844,1.0827000000000002,1.1252499999999996,3.43,40.183200000000014,40.183200000000014
64,2014-03-06,19.129142857142845,15.0865,1.3229000000000002,0.7258749999999998,4.1625,42.80814999999998,42.80814999999998
65,2014-03-07,17.798142857142857,13.896499999999996,1.5174999999999992,0.9012500000000004,4.005,42.64705,42.64705
66,2014-03-08,15.702714285714276,12.247700000000004,1.3140000000000007,0.9808749999999996,3.91,41.27485,41.27485
67,2014-03-09,14.511571428571424,11.319599999999998,1.1728,1.0595,3.75,40.32649999999999,40.32649999999999
68,2014-03-10,12.552142857142856,9.7837,1.1114999999999997,1.2587499999999998,3.53,41.84855,41.84855
69,2014-03-11,17.669285714285717,13.930499999999997,1.1194999999999995,0.9151250000000004,3.96,41.58590000000001,41.58590000000001
70,2014-03-12,24.40485714285716,19.2349,1.4321000000000004,0.9461249999999995,4.5225,44.53340000000001,44.53340000000001
71,2014-03-13,21.615857142857145,16.7875,1.7483000000000015,1.01375,4.395,41.64119999999999,41.64119999999999
72,2014-03-14,24.377,19.0287,2.119800000000001,0.99175,4.68,41.89565,41.89565
73,2014-03-15,19.151,14.910600000000002,1.5067999999999997,0.8602500000000005,4.4725,46.30636666666667,46.30636666666667
74,2014-03-16,5.497142857142858,4.238600000000002,0.5773999999999997,1.2010000000000003,3.68,49.61111666666666,49.61111666666666
75,2014-03-17,16.895571428571433,13.319799999999995,1.2177999999999995,1.2461250000000004,4.3,51.35421666666669,51.35421666666669
76,2014-03-18,30.381714285714285,24.1712,1.6381,1.0572500000000002,5.1425,48.596316666666674,48.62166666666667
77,2014-03-19,35.51844642857144,28.059899999999992,1.9992,1.105125,5.5625,48.259800000000006,48.56616190476191
78,2014-03-20,45.48282142857144,36.11024999999999,3.773399999999998,1.3172499999999996,6.69,47.18201666666666,49.79125952380953
79,2014-03-21,27.95942857142857,22.18300000000001,3.044899999999998,1.430875,5.47,46.09550000000001,46.09762857142858
80,2014-03-22,23.737857142857138,18.7429,2.2331,1.0862499999999995,4.9475,46.6822,46.6822
81,2014-03-23,26.075571428571457,20.633899999999983,2.3067,1.032125,5.1925,46.99574999999999,46.99574999999999
82,2014-03-24,26.34399999999999,20.80400000000001,2.6820000000000004,1.0114999999999998,5.1075,48.39888333333335,48.39888333333335
83,2014-03-25,28.374142857142864,22.3538,2.2601,0.9385000000000002,5.045,46.40635000000003,46.40635000000003
84,2014-03-26,34.0235,26.9039,2.3489,1.13075,5.475,46.34740000000001,46.513757142857145
85,2014-03-27,37.19028571428572,29.207600000000006,2.265,0.8815000000000002,5.66,44.1769,44.69235714285715
86,2014-03-28,27.38957142857141,21.186599999999995,1.8203999999999991,0.685625,4.92,43.17605,43.17605
87,2014-03-29,29.60442857142857,22.849899999999995,2.0996,0.8793750000000002,5.3,42.06955000000001,42.06955000000001
88,2014-03-30,26.15628571428573,20.095199999999995,1.7334000000000005,0.7549999999999999,5.21,42.498200000000026,42.498200000000026
89,2014-03-31,24.94,19.09360000000001,1.8645,0.7675000000000003,5.2125,44.072700000000005,44.072700000000005
90,2014-04-01,21.434571428571427,16.423699999999993,1.8988,0.73875,4.9425,44.95779999999999,44.95779999999999
91,2014-04-02,18.36528571428571,13.949999999999998,1.7228,0.7672500000000001,4.5075,46.038849999999975,46.038849999999975
92,2014-04-03,16.91828571428571,12.769799999999998,1.6548999999999987,0.9143749999999994,4.3625,47.75150000000001,47.75150000000001
93,2014-04-04,21.691,16.4677,2.478,1.1173749999999998,4.68,49.85256666666667,49.85256666666667
94,2014-04-05,21.646428571428565,16.4479,2.4129,1.037875,4.4425,49.93006666666667,49.93006666666667
95,2014-04-06,16.952571428571435,12.981899999999996,1.986399999999999,1.4443749999999995,4.155,47.35744999999999,47.35744999999999
96,2014-04-07,23.81085714285713,17.922299999999996,1.7391000000000014,1.0178750000000003,4.315,45.55989999999999,45.55989999999999
97,2014-04-08,30.862428571428577,23.396600000000003,2.143799999999999,0.872,4.68,45.72060000000001,45.72060000000001
98,2014-04-09,32.7427142857143,24.7651,2.3756,0.9024999999999996,4.9975,44.06325000000002,44.06325000000002
99,2014-04-10,19.25614285714285,14.544299999999998,1.5667000000000006,0.7783749999999998,4.1925,45.72715000000001,45.72715000000001
100,2014-04-11,13.87985714285714,10.496800000000002,1.2095999999999996,0.7808749999999999,3.8825,48.633383333333335,48.633383333333335
101,2014-04-12,13.662857142857138,10.303599999999996,1.2486999999999997,1.0287499999999996,3.8525,49.47840000000002,49.47840000000002
102,2014-04-13,14.425714285714283,10.9705,1.7311,1.261375,4.115,53.822383333333306,53.822383333333306
103,2014-04-14,16.005142857142857,12.1649,1.8418,1.102625,4.18,52.85628333333334,52.85628333333334
104,2014-04-15,20.50942857142858,15.5512,2.0535,0.8297500000000001,4.395,50.38001666666666,50.38001666666666
105,2014-04-16,18.202000000000005,13.955199999999996,1.709,0.7561249999999998,4.24,49.45501666666666,49.45501666666666
106,2014-04-17,24.763428571428573,18.860100000000003,2.4005000000000005,0.8517499999999997,4.855,51.00195,51.00195
107,2014-04-18,24.886285714285723,18.8888,2.5891,0.6842500000000001,4.5925,48.53638333333331,48.53638333333331
108,2014-04-19,18.23328571428572,13.7963,1.4883000000000004,0.8071249999999998,4.0425,47.6024,47.6024
109,2014-04-20,18.678999999999995,14.251800000000005,1.8168999999999995,0.8158749999999999,4.3275,49.475550000000005,49.475550000000005
110,2014-04-21,16.233571428571427,12.329399999999996,1.655,0.738625,4.045,49.82075,49.82075
111,2014-04-22,15.20071428571429,11.505299999999998,1.4028999999999996,0.8949999999999999,4.085,50.5327,50.5327
112,2014-04-23,14.131857142857143,10.744200000000005,1.2129,0.8308750000000003,4.0325,50.38778333333334,50.38778333333334
113,2014-04-24,17.94014285714287,13.4713,1.5922000000000005,0.7308749999999999,4.3075,51.804100000000034,51.804100000000034
114,2014-04-25,17.857714285714287,13.450499999999987,1.8134000000000003,0.670375,4.2075,54.44233333333334,54.44233333333334
115,2014-04-26,23.41357142857143,17.654199999999996,2.2193,0.9559999999999998,4.435,52.516433333333325,52.516433333333325
116,2014-04-27,24.52928571428572,18.54329999999999,2.342200000000001,1.2089999999999994,4.4925,54.33006666666668,54.33006666666668
117,2014-04-28,27.357714285714284,20.708900000000003,2.384499999999999,0.905,4.605,48.95285000000003,48.95285000000003
118,2014-04-29,24.16228571428573,18.3379,2.2301,0.9357500000000004,4.42,47.35926666666667,47.35926666666667
119,2014-04-30,17.378999999999994,12.878000000000002,1.4022000000000003,1.2181250000000003,3.765,50.183183333333325,50.183183333333325
120,2014-05-01,16.85085714285714,12.433999999999992,1.1569999999999998,1.2865,3.555,54.27836666666667,54.27836666666667
121,2014-05-02,26.26357142857145,19.774800000000003,2.0928000000000004,1.28775,4.345,50.11133333333334,50.11133333333334
122,2014-05-03,32.13657142857144,23.918600000000005,2.5662,1.0345000000000002,4.5825,47.33348333333336,47.33348333333336
123,2014-05-04,32.12799999999999,23.858400000000003,2.807400000000001,0.9585,4.5525,44.14734999999998,44.14734999999998
